Name,Phase,dist,Demand...Projected.nodal.demand.per.year,Demand..household....Target.household.count,PercentOfNewGridConnections,far.sighted.sequence,CumulativeHousesConnected.qty,Pln_cabang,Metric...System,Ei_subarea,Full_popul,X,Y
530409000904,1,276.024808027515,35150,50,0.0691577868626651,45,12552,Area Kupan,grid,Area Kupan,208,124.58497,-9.901172
530409001001,1,580.360685048957,243238,346,0.141461613902082,139,25675,Area Kupan,grid,Area Kupan,1346,124.530615,-9.900749
530409001002,1,259.641192735524,68191,97,0.139555256807238,138,25329,Area Kupan,grid,Area Kupan,376,124.531166,-9.90594
530409001003,1,3229.20724393783,84360,120,0.139020815656371,137,25232,Area Kupan,grid,Area Kupan,466,124.528799,-9.906064
530409001101,Pre-Electrified,NA,0,0,NA,NA,NA,Area Kupan,unelectrified,Area Kupan,60,124.498338,-9.856148
530409001102,Pre-Electrified,NA,0,0,NA,NA,NA,Area Kupan,unelectrified,Area Kupan,170,124.516337,-9.850154
530409001103,Pre-Electrified,NA,0,0,NA,NA,NA,Area Kupan,unelectrified,Area Kupan,368,124.519521,-9.849626
530409001104,Pre-Electrified,NA,0,0,NA,NA,NA,Area Kupan,unelectrified,Area Kupan,404,124.51444,-9.851259
530409001105,Pre-Electrified,NA,0,0,NA,NA,NA,Area Kupan,unelectrified,Area Kupan,171,124.523692,-9.851674
530409001106,Pre-Electrified,NA,0,0,NA,NA,NA,Area Kupan,unelectrified,Area Kupan,89,124.511038,-9.85266
530409001107,Pre-Electrified,NA,0,0,NA,NA,NA,Area Kupan,unelectrified,Area Kupan,66,124.507857,-9.854979
530409001108,Pre-Electrified,NA,0,0,NA,NA,NA,Area Kupan,unelectrified,Area Kupan,187,124.505787,-9.855329
530409001109,Pre-Electrified,NA,0,0,NA,NA,NA,Area Kupan,unelectrified,Area Kupan,57,124.502542,-9.855367
530409001110,Pre-Electrified,NA,0,0,NA,NA,NA,Area Kupan,unelectrified,Area Kupan,975,124.527123,-9.853975
530409001201,MiniGrid Systems,NA,9842,14,NA,NA,NA,Area Kupan,mini-grid,Area Kupan,83,124.567649,-9.84095
530409001202,Pre-Electrified,NA,0,0,NA,NA,NA,Area Kupan,unelectrified,Area Kupan,469,124.569685,-9.84753
530409001203,Pre-Electrified,NA,0,0,NA,NA,NA,Area Kupan,unelectrified,Area Kupan,1227,124.569668,-9.853966
530409001204,Pre-Electrified,NA,0,0,NA,NA,NA,Area Kupan,unelectrified,Area Kupan,178,124.571671,-9.858009
530409001205,3,1123.95121879771,7733,11,0.962528512710884,2779,174697,Area Kupan,grid,Area Kupan,68,124.570963,-9.865194
530409001206,3,679.104089614145,26011,37,0.962732371706575,2780,174734,Area Kupan,grid,Area Kupan,234,124.576593,-9.86775
530409001207,Pre-Electrified,NA,0,0,NA,NA,NA,Area Kupan,unelectrified,Area Kupan,1145,124.56034,-9.854881
530409001301,3,575.935652304022,26714,38,0.847822014567654,2165,153878,Area Kupan,grid,Area Kupan,138,124.54137,-9.82046
530409001302,3,650.900251240629,23902,34,0.847535510033168,2163,153826,Area Kupan,grid,Area Kupan,125,124.536829,-9.828245
530409001303,3,1401.79961755781,6327,9,0.846846797209887,2161,153701,Area Kupan,grid,Area Kupan,32,124.532427,-9.832176
530409001304,MiniGrid Systems,NA,9842,14,NA,NA,NA,Area Kupan,mini-grid,Area Kupan,49,124.549604,-9.838143
530409001305,Pre-Electrified,NA,0,0,NA,NA,NA,Area Kupan,unelectrified,Area Kupan,1059,124.548861,-9.847531
530409001306,Pre-Electrified,NA,0,0,NA,NA,NA,Area Kupan,unelectrified,Area Kupan,64,124.544273,-9.85218
530409001307,Pre-Electrified,NA,0,0,NA,NA,NA,Area Kupan,unelectrified,Area Kupan,60,124.54135,-9.852308
530409001308,3,860.379964732245,22496,32,0.884731512192972,2338,160577,Area Kupan,grid,Area Kupan,117,124.546038,-9.814238
530409001309,3,424.976330839519,9842,14,0.847612645869376,2164,153840,Area Kupan,grid,Area Kupan,48,124.53903,-9.825098
530409001310,Pre-Electrified,NA,0,0,NA,NA,NA,Area Kupan,unelectrified,Area Kupan,117,124.553075,-9.851215
530409001401,3,66.0522881176653,66785,95,0.717302670001873,1632,130189,Area Kupan,grid,Area Kupan,360,124.496043,-9.813201
530409001402,3,762.636690301653,28120,40,0.677638321083428,1478,122990,Area Kupan,grid,Area Kupan,149,124.513263,-9.800855
530409001403,2,446.867592961831,82251,117,0.363959933442793,544,66058,Area Kupan,grid,Area Kupan,442,124.522975,-9.804733
530409001404,3,1573.10276204197,63973,91,0.847348180145236,2162,153792,Area Kupan,grid,Area Kupan,344,124.520625,-9.824119
530409001405,3,1745.97101790975,49210,70,0.843540975658134,2136,153101,Area Kupan,grid,Area Kupan,263,124.501158,-9.828072
530409001406,2,229.147385744794,95608,136,0.360119670740173,537,65361,Area Kupan,grid,Area Kupan,515,124.508771,-9.792323
530409001501,MiniGrid Systems,NA,15466,22,NA,NA,NA,Area Kupan,mini-grid,Area Kupan,84,124.489849,-9.780838
530409001502,2,63.3952017393518,10545,15,0.360428214085004,539,65417,Area Kupan,grid,Area Kupan,57,124.50907,-9.787366
530409001503,2,297.315813037112,28823,41,0.36034556854621,538,65402,Area Kupan,grid,Area Kupan,160,124.508731,-9.787828
530409001504,2,635.198986624844,28823,41,0.359353822080684,535,65222,Area Kupan,grid,Area Kupan,159,124.51057,-9.789794
530409001505,3,494.913709621768,16169,23,0.765154436963493,1808,138874,Area Kupan,grid,Area Kupan,89,124.524292,-9.772552
530409001506,2,1316.16115108807,241832,344,0.363072871326406,541,65897,Area Kupan,grid,Area Kupan,1360,124.520113,-9.77424
530409001507,2,581.250428479324,95608,136,0.361177533636734,540,65553,Area Kupan,grid,Area Kupan,535,124.512692,-9.783547
530409001508,2,116.130617387548,2109,3,0.359370351188443,536,65225,Area Kupan,grid,Area Kupan,9,124.509842,-9.790553
530409001601,2,614.768097630815,28823,41,0.36974512115836,557,67108,Area Kupan,grid,Area Kupan,139,124.574373,-9.806576
530409001602,2,301.747595331647,44992,64,0.370213445878191,559,67193,Area Kupan,grid,Area Kupan,217,124.570311,-9.809095
530409001603,2,254.330981642265,1406,2,0.370389756360952,561,67225,Area Kupan,grid,Area Kupan,5,124.567143,-9.815145
530409001604,2,103.272706190758,7030,10,0.370444853386814,562,67235,Area Kupan,grid,Area Kupan,34,124.566877,-9.816036
530409001605,2,503.315732743461,21090,30,0.370378736955779,560,67223,Area Kupan,grid,Area Kupan,102,124.568086,-9.813055
530409001606,2,316.523037880545,14763,21,0.370560557141126,563,67256,Area Kupan,grid,Area Kupan,70,124.565674,-9.818624
530409001607,2,140.707047561828,16872,24,0.370720338516127,565,67285,Area Kupan,grid,Area Kupan,80,124.567238,-9.821624
530409001608,2,297.194806479612,3515,5,0.370588105654057,564,67261,Area Kupan,grid,Area Kupan,16,124.566003,-9.821277
530409001609,2,501.065826765305,61161,87,0.371623929740273,568,67449,Area Kupan,grid,Area Kupan,294,124.560109,-9.830875
530409001610,2,537.549013920706,7030,10,0.371144585615268,567,67362,Area Kupan,grid,Area Kupan,32,124.564682,-9.83082
530409001611,2,405.138641230205,14763,21,0.369860824912671,558,67129,Area Kupan,grid,Area Kupan,70,124.572931,-9.809931
530409001612,2,522.657686155865,47101,67,0.371089488589406,566,67352,Area Kupan,grid,Area Kupan,226,124.565969,-9.826155
530409100101,1,584.587638308099,181374,258,0.0833893486429603,60,15135,Area Kupan,grid,Area Kupan,827,124.592698,-9.94752
530409100102,1,379.885920090086,70300,100,0.084270901056761,62,15295,Area Kupan,grid,Area Kupan,320,124.596223,-9.952529
530409100103,OffGrid Systems,NA,703,1,NA,NA,NA,Area Kupan,off-grid,Area Kupan,3,124.598334,-9.95147
530409100104,1,530.719581574628,23902,34,0.0854058997895294,64,15501,Area Kupan,grid,Area Kupan,108,124.597373,-9.958177
530409100105,1,410.680692617491,120916,172,0.0852185699015967,63,15467,Area Kupan,grid,Area Kupan,553,124.599673,-9.953976
530409100106,1,450.896142877827,42180,60,0.0837199307981355,61,15195,Area Kupan,grid,Area Kupan,193,124.59648,-9.949122
530409100107,1,559.386061701984,37962,54,0.0857034237291871,65,15555,Area Kupan,grid,Area Kupan,172,124.599406,-9.962792
530409100201,2,1281.41840237407,55537,79,0.557477217379806,1046,101181,Area Kupan,grid,Area Kupan,299,124.577129,-9.940762
530409100202,1,1659.79586025533,92796,132,0.079681318802411,57,14462,Area Kupan,grid,Area Kupan,503,124.596495,-9.932446
530409100203,1,656.783196971657,55537,79,0.0801165853067251,58,14541,Area Kupan,grid,Area Kupan,300,124.5906,-9.933528
530409100301,1,832.113590804858,4921,7,0.222768294967438,255,40432,Area Kupan,grid,Area Kupan,28,124.624893,-9.932944
530409100302,1,719.605547161474,92796,132,0.292956396213732,355,53171,Area Kupan,grid,Area Kupan,590,124.631307,-9.93484
530409100303,1,291.984628148603,138491,197,0.22385370637693,256,40629,Area Kupan,grid,Area Kupan,883,124.626264,-9.930692
530409100401,1,902.350167788701,20387,29,0.133059317458044,132,24150,Area Kupan,grid,Area Kupan,106,124.589762,-9.966646
530409100402,1,1742.8181691672,61864,88,0.14848097499697,148,26949,Area Kupan,grid,Area Kupan,320,124.582752,-9.980717
530409100403,1,289.770651647731,307914,438,0.0881166734619665,66,15993,Area Kupan,grid,Area Kupan,1607,124.5978,-9.964863
530409100501,3,1406.9224244581,16872,24,0.947856174723688,2687,172034,Area Kupan,grid,Area Kupan,94,124.644124,-9.941405
530409100502,2,1477.11396096215,170829,243,0.417238757451873,694,75728,Area Kupan,grid,Area Kupan,982,124.63316,-9.947998
530409100503,2,540.138452401815,32338,46,0.41749220377084,695,75774,Area Kupan,grid,Area Kupan,186,124.631171,-9.952443
530409100601,1,1134.74485357957,159581,227,0.134310019945123,133,24377,Area Kupan,grid,Area Kupan,703,124.584771,-9.957703
530409100701,1,1310.59743993669,236208,336,0.0819678453757066,59,14877,Area Kupan,grid,Area Kupan,1386,124.587996,-9.945032
530409100801,1,1852.16488688821,87172,124,0.222377106083814,253,40361,Area Kupan,grid,Area Kupan,470,124.613372,-9.933492
530409100802,1,875.456010454062,54834,78,0.0789540380610255,56,14330,Area Kupan,grid,Area Kupan,297,124.604114,-9.919543
530409100803,1,442.678156365883,44992,64,0.222729727049334,254,40425,Area Kupan,grid,Area Kupan,243,124.617305,-9.932575
530410000101,Pre-Electrified,NA,0,0,NA,NA,NA,Area Kupan,unelectrified,Area Kupan,1927,124.573662,-9.852461
530410000102,Pre-Electrified,NA,0,0,NA,NA,NA,Area Kupan,unelectrified,Area Kupan,237,124.590258,-9.848722
530410000103,Pre-Electrified,NA,0,0,NA,NA,NA,Area Kupan,unelectrified,Area Kupan,27,124.586019,-9.856288
530410000104,Pre-Electrified,NA,0,0,NA,NA,NA,Area Kupan,unelectrified,Area Kupan,104,124.587206,-9.850887
530410000201,Pre-Electrified,NA,0,0,NA,NA,NA,Area Kupan,unelectrified,Area Kupan,13,124.586467,-9.856821
530410000202,Pre-Electrified,NA,0,0,NA,NA,NA,Area Kupan,unelectrified,Area Kupan,741,124.603327,-9.860236
530410000203,Pre-Electrified,NA,0,0,NA,NA,NA,Area Kupan,unelectrified,Area Kupan,61,124.596005,-9.860145
530410000204,Pre-Electrified,NA,0,0,NA,NA,NA,Area Kupan,unelectrified,Area Kupan,170,124.593797,-9.862118
530410000205,1,1110.6150067577,68191,97,0.129114370406285,123,23434,Area Kupan,grid,Area Kupan,382,124.611742,-9.853529
530410000301,1,879.669972329337,161690,230,0.130381602001124,124,23664,Area Kupan,grid,Area Kupan,955,124.619751,-9.854094
530410000302,1,876.332250278453,35150,50,0.174029465889431,197,31586,Area Kupan,grid,Area Kupan,206,124.620635,-9.873615
530410000303,1,398.94382561734,34447,49,0.172404103626486,192,31291,Area Kupan,grid,Area Kupan,202,124.634622,-9.866954
530410000304,1,860.265503979675,4218,6,0.173544612061841,195,31498,Area Kupan,grid,Area Kupan,23,124.628628,-9.873297
530410000401,1,370.447773021244,186998,266,0.176211308113588,200,31982,Area Kupan,grid,Area Kupan,1080,124.623741,-9.880821
530410000402,1,847.601381068206,87875,125,0.174745727225644,199,31716,Area Kupan,grid,Area Kupan,504,124.620428,-9.881489
530410000403,1,990.678983424714,8436,12,0.171764978126481,189,31175,Area Kupan,grid,Area Kupan,45,124.640451,-9.875304
530410000404,1,403.807340692876,23199,33,0.171946798311827,190,31208,Area Kupan,grid,Area Kupan,131,124.636827,-9.875968
530410000405,1,415.32442854649,19684,28,0.171698861695446,188,31163,Area Kupan,grid,Area Kupan,111,124.649454,-9.876145
530410000406,1,1098.24630820582,63973,91,0.304063956627621,379,55187,Area Kupan,grid,Area Kupan,367,124.631136,-9.88749
530410000407,1,49.1591475102188,3515,5,0.174057014402363,198,31591,Area Kupan,grid,Area Kupan,19,124.620267,-9.873868
530410000408,Pre-Electrified,NA,0,0,NA,NA,NA,Area Kupan,unelectrified,Area Kupan,0,124.63586,-9.870458
530410000409,1,80.6220523921956,26714,38,0.173753980760119,196,31536,Area Kupan,grid,Area Kupan,151,124.628756,-9.874011
530410001201,1,310.635296228688,120213,171,0.153109125169423,152,27789,Area Kupan,grid,Area Kupan,685,124.640115,-9.841786
530410001202,Pre-Electrified,NA,0,0,NA,NA,NA,Area Kupan,unelectrified,Area Kupan,0,124.639352,-9.842984
530410001203,3,1126.2896220857,29526,42,0.884389910632624,2336,160515,Area Kupan,grid,Area Kupan,165,124.667391,-9.858943
530410001204,2,737.797354412623,35150,50,0.525085675875216,973,95302,Area Kupan,grid,Area Kupan,199,124.653472,-9.860101
530410001205,1,226.169312235031,113886,162,0.173511553846323,194,31492,Area Kupan,grid,Area Kupan,648,124.642229,-9.863767
530410001206,1,706.242937554201,27417,39,0.17261898202735,193,31330,Area Kupan,grid,Area Kupan,156,124.640838,-9.86527
530410001207,1,636.374933631585,23902,34,0.17213412819976,191,31242,Area Kupan,grid,Area Kupan,133,124.635877,-9.870322
530410001301,1,535.715873828456,2812,4,0.142502947690884,141,25864,Area Kupan,grid,Area Kupan,15,124.624935,-9.848106
530410001302,1,1004.52176316708,125134,178,0.151329491234063,150,27466,Area Kupan,grid,Area Kupan,688,124.630316,-9.839176
530410001303,Pre-Electrified,NA,0,0,NA,NA,NA,Area Kupan,unelectrified,Area Kupan,0,124.639546,-9.84062
530410001304,1,808.976484787912,106856,152,0.152166966027174,151,27618,Area Kupan,grid,Area Kupan,587,124.637288,-9.841572
530410001305,1,167.463948818786,42883,61,0.147996121169379,147,26861,Area Kupan,grid,Area Kupan,234,124.626187,-9.847242
530410001306,1,800.58644267497,88578,126,0.135004242470991,134,24503,Area Kupan,grid,Area Kupan,487,124.626883,-9.852525
530410001401,3,1263.95405731451,15466,22,0.990594937685264,3026,179791,Area Kupan,grid,Area Kupan,90,124.579948,-9.837244
530410001402,1,900.454567962263,104044,148,0.303562573692272,378,55096,Area Kupan,grid,Area Kupan,622,124.598433,-9.837936
530410001403,Pre-Electrified,NA,0,0,NA,NA,NA,Area Kupan,unelectrified,Area Kupan,641,124.584912,-9.845947
530410001501,2,684.717744026144,92093,131,0.36792140960231,553,66777,Area Kupan,grid,Area Kupan,515,124.602419,-9.806704
530410001502,2,1073.12500184167,57646,82,0.368373205214383,554,66859,Area Kupan,grid,Area Kupan,323,124.612105,-9.808133
530410001503,3,806.505208907586,21090,30,0.884555201710212,2337,160545,Area Kupan,grid,Area Kupan,118,124.616148,-9.814194
530410001504,3,1311.87345519749,18981,27,0.92262724658123,2532,167455,Area Kupan,grid,Area Kupan,105,124.584072,-9.818946
530410001505,3,44.4325276237309,12654,18,0.922726421227782,2533,167473,Area Kupan,grid,Area Kupan,68,124.584334,-9.819251
530410001601,2,94.1021968493565,15466,22,0.458511939525504,809,83219,Area Kupan,grid,Area Kupan,72,124.63313,-9.818222
530410001602,2,212.913435202099,7733,11,0.458390726068607,808,83197,Area Kupan,grid,Area Kupan,35,124.633986,-9.818291
530410001603,2,34.7232805242374,9842,14,0.458330119340158,807,83186,Area Kupan,grid,Area Kupan,45,124.635913,-9.818538
530410001604,2,595.773000713045,3515,5,0.45825298350395,806,83172,Area Kupan,grid,Area Kupan,16,124.635855,-9.818845
530410001605,2,250.065896244952,21793,31,0.458682740305678,810,83250,Area Kupan,grid,Area Kupan,102,124.631825,-9.820067
530410001606,1,479.058573395686,7733,11,0.24777132530386,289,44970,Area Kupan,grid,Area Kupan,35,124.641225,-9.819687
530410001607,1,579.14051923234,61161,87,0.247710718575411,288,44959,Area Kupan,grid,Area Kupan,294,124.639477,-9.823636
530410001608,1,1269.30721098265,2812,4,0.247104651290923,286,44849,Area Kupan,grid,Area Kupan,13,124.636622,-9.8296
530410001609,1,162.660550879219,16169,23,0.247231374450407,287,44872,Area Kupan,grid,Area Kupan,77,124.637611,-9.828509
530410001610,1,640.387063134802,117401,167,0.251589549196134,296,45663,Area Kupan,grid,Area Kupan,563,124.650959,-9.81809
530410001701,1,959.023808432947,54131,77,0.25066942886423,295,45496,Area Kupan,grid,Area Kupan,266,124.649058,-9.823536
530410001702,1,934.026466749991,12654,18,0.277011316929112,328,50277,Area Kupan,grid,Area Kupan,60,124.648934,-9.831935
530410001703,1,519.406449821485,50616,72,0.277408015515322,329,50349,Area Kupan,grid,Area Kupan,250,124.652938,-9.834436
530410001704,2,544.643550764309,37259,53,0.583719930798136,1138,105944,Area Kupan,grid,Area Kupan,184,124.654894,-9.838939
530410001705,3,878.083800304928,22496,32,0.891365194106822,2370,161781,Area Kupan,grid,Area Kupan,111,124.662081,-9.842434
530410002501,2,1060.71215289459,9842,14,0.365563256895393,550,66349,Area Kupan,grid,Area Kupan,51,124.584967,-9.806312
530410002502,2,975.042425012042,167314,238,0.36719963856351,552,66646,Area Kupan,grid,Area Kupan,887,124.596625,-9.809011
530410002503,2,350.670286714523,41477,59,0.365888329347982,551,66408,Area Kupan,grid,Area Kupan,220,124.58782,-9.807741
530410003201,Pre-Electrified,NA,0,0,NA,NA,NA,Area Kupan,unelectrified,Area Kupan,936,124.602456,-9.850684
530410003301,1,968.764884321122,4921,7,0.302747137709506,377,54948,Area Kupan,grid,Area Kupan,23,124.606646,-9.838241
530410003302,1,1391.24550910582,205276,292,0.14411178084607,142,26156,Area Kupan,grid,Area Kupan,1025,124.61532,-9.839933
530410100301,1,101.122250623317,78033,111,0.281082987140354,337,51016,Area Kupan,grid,Area Kupan,371,124.694535,-9.822935
530410100302,1,1433.6601643977,21090,30,0.28047141015328,336,50905,Area Kupan,grid,Area Kupan,100,124.693617,-9.822841
530410100303,1,771.957096032152,75221,107,0.281672525317083,338,51123,Area Kupan,grid,Area Kupan,360,124.692849,-9.829742
530410100304,1,1281.25827330657,5624,8,0.277964495476534,331,50450,Area Kupan,grid,Area Kupan,25,124.669352,-9.814056
530410100305,1,1284.27130389014,118104,168,0.280306119075692,335,50875,Area Kupan,grid,Area Kupan,564,124.681526,-9.817912
530410100306,1,1894.42537634901,65379,93,0.277920417855844,330,50442,Area Kupan,grid,Area Kupan,311,124.66763,-9.825453
530410100401,1,1401.42950815094,89281,127,0.297099692558596,363,53923,Area Kupan,grid,Area Kupan,479,124.717795,-9.847087
530410100402,1,1095.55905761216,122322,174,0.296399960330141,362,53796,Area Kupan,grid,Area Kupan,656,124.729371,-9.85245
530410100501,1,1204.92953609685,31635,45,0.295391684756857,360,53613,Area Kupan,grid,Area Kupan,169,124.739155,-9.855185
530410100502,1,436.282382407373,6327,9,0.295441272080133,361,53622,Area Kupan,grid,Area Kupan,31,124.737187,-9.858596
530410100503,Pre-Electrified,NA,0,0,NA,NA,NA,Area Kupan,unelectrified,Area Kupan,1393,124.763263,-9.836915
530410100504,Pre-Electrified,NA,0,0,NA,NA,NA,Area Kupan,unelectrified,Area Kupan,437,124.755644,-9.840963
530410100601,1,1411.34538805541,105450,150,0.282498980705022,339,51273,Area Kupan,grid,Area Kupan,599,124.706874,-9.819291
530410101201,3,324.847903494488,6327,9,0.818361634838951,2034,148531,Area Kupan,grid,Area Kupan,44,124.740075,-9.815554
530410101202,3,255.8963269051,47804,68,0.818752823722575,2036,148602,Area Kupan,grid,Area Kupan,365,124.738912,-9.813239
530410101203,3,45.9665042690567,2109,3,0.81837816394671,2035,148534,Area Kupan,grid,Area Kupan,11,124.739681,-9.815412
530410101204,OffGrid Systems,NA,703,1,NA,NA,NA,Area Kupan,off-grid,Area Kupan,2,124.749956,-9.823559
530410101205,3,243.513992435472,17575,25,0.818284499002744,2032,148517,Area Kupan,grid,Area Kupan,132,124.748972,-9.824921
530410101206,3,1123.12127939445,3515,5,0.818312047515675,2033,148522,Area Kupan,grid,Area Kupan,26,124.741312,-9.818209
530410101207,3,853.257738076503,16872,24,0.839849474925344,2123,152431,Area Kupan,grid,Area Kupan,125,124.757495,-9.79964
530410101208,3,652.035020457591,7030,10,0.995553670012893,3079,180691,Area Kupan,grid,Area Kupan,54,124.777273,-9.802779
530410101209,Pre-Electrified,NA,0,0,NA,NA,NA,Area Kupan,unelectrified,Area Kupan,88,124.771944,-9.811523
530410101210,3,1626.19326774959,32338,46,0.818146756438087,2031,148492,Area Kupan,grid,Area Kupan,245,124.751166,-9.825271
530410101211,Pre-Electrified,NA,0,0,NA,NA,NA,Area Kupan,unelectrified,Area Kupan,1538,124.767333,-9.828163
530410101212,Pre-Electrified,NA,0,0,NA,NA,NA,Area Kupan,unelectrified,Area Kupan,805,124.771352,-9.832427
530410101213,2,1091.68574005609,97717,139,0.347122282339199,500,63002,Area Kupan,grid,Area Kupan,751,124.781986,-9.799199
530410101301,1,913.155897056333,5624,8,0.314559940054436,412,57092,Area Kupan,grid,Area Kupan,24,124.743216,-9.789001
530410101302,1,123.393696185466,4921,7,0.314515862433746,411,57084,Area Kupan,grid,Area Kupan,22,124.749721,-9.783868
530410101303,3,475.247919163691,10545,15,0.93312873971063,2586,169361,Area Kupan,grid,Area Kupan,50,124.762787,-9.791693
530410101304,2,581.832874741118,24605,35,0.34635643367971,499,62863,Area Kupan,grid,Area Kupan,116,124.786079,-9.790248
530410101305,2,823.104144499098,7733,11,0.625836097367464,1317,113588,Area Kupan,grid,Area Kupan,37,124.753268,-9.790437
530410101306,2,596.035342333784,72409,103,0.626403596733848,1318,113691,Area Kupan,grid,Area Kupan,346,124.758463,-9.792026
530410101307,3,523.37705289614,22496,32,0.840025785408104,2124,152463,Area Kupan,grid,Area Kupan,106,124.752871,-9.80082
530410101308,1,1249.83986501463,80845,115,0.314350571356158,409,57054,Area Kupan,grid,Area Kupan,387,124.754893,-9.775954
530410101309,1,393.394794634458,47101,67,0.287171208498165,349,52121,Area Kupan,grid,Area Kupan,225,124.789506,-9.777087
530410101310,1,344.629167262643,55537,79,0.294702971933575,358,53488,Area Kupan,grid,Area Kupan,265,124.789269,-9.786065
530410101311,1,659.247944729137,16169,23,0.294267705429261,357,53409,Area Kupan,grid,Area Kupan,75,124.789793,-9.783009
530410101312,1,948.92952518174,16169,23,0.314477294515642,410,57077,Area Kupan,grid,Area Kupan,77,124.750767,-9.783457
530410200101,3,1849.19756567967,51319,73,0.948258383012485,2688,172107,Area Kupan,grid,Area Kupan,293,124.657862,-9.931738
530410200102,1,1296.71738550746,248862,354,0.166872362229887,178,30287,Area Kupan,grid,Area Kupan,1417,124.647407,-9.915178
530410200201,1,742.857140035925,7733,11,0.164828262570386,176,29916,Area Kupan,grid,Area Kupan,43,124.658428,-9.904577
530410200202,1,393.444266022081,11951,17,0.164921927514353,177,29933,Area Kupan,grid,Area Kupan,68,124.655606,-9.906766
530410200203,1,830.925579352198,28823,41,0.170194712889398,182,30890,Area Kupan,grid,Area Kupan,170,124.677595,-9.914696
530410200204,1,739.57298629005,89281,127,0.167572094458341,179,30414,Area Kupan,grid,Area Kupan,526,124.662892,-9.909567
530410200205,1,912.572573557965,82251,117,0.168216729660933,180,30531,Area Kupan,grid,Area Kupan,485,124.671131,-9.910785
530410200301,1,662.60958828082,66785,95,0.171164420544579,184,31066,Area Kupan,grid,Area Kupan,335,124.671592,-9.896713
530410200302,3,411.152816747906,15466,22,0.672701627566144,1461,122094,Area Kupan,grid,Area Kupan,78,124.67533,-9.897048
530410200303,1,904.875683493904,223554,318,0.169968815083362,181,30849,Area Kupan,grid,Area Kupan,1127,124.671748,-9.90267
530410200304,1,206.23287572852,56943,81,0.170640998798885,183,30971,Area Kupan,grid,Area Kupan,286,124.679399,-9.915227
530410200305,MiniGrid Systems,NA,18278,26,NA,NA,NA,Area Kupan,mini-grid,Area Kupan,89,124.696125,-9.912219
530410200401,1,198.458322803178,120916,172,0.264201258416071,320,47952,Area Kupan,grid,Area Kupan,634,124.678555,-9.877467
530410200402,3,790.592569753335,8436,12,0.995818135737033,3081,180739,Area Kupan,grid,Area Kupan,43,124.672553,-9.883785
530410200403,2,1036.96094119875,32338,46,0.499234151340511,921,90610,Area Kupan,grid,Area Kupan,169,124.685381,-9.883928
530410200404,3,935.548861694536,37259,53,0.673346262768736,1463,122211,Area Kupan,grid,Area Kupan,194,124.699113,-9.88823
530410200405,2,294.520833875028,55537,79,0.499801650706895,923,90713,Area Kupan,grid,Area Kupan,290,124.689155,-9.887365
530410200406,2,935.173522481744,41477,59,0.63488853871668,1343,115231,Area Kupan,grid,Area Kupan,216,124.693523,-9.894591
530410200407,3,2237.02001958632,80845,115,0.693754201148222,1538,125915,Area Kupan,grid,Area Kupan,424,124.714339,-9.901637
530410200408,2,271.605187061908,16872,24,0.499366384202581,922,90634,Area Kupan,grid,Area Kupan,86,124.687007,-9.885772
530410200501,Pre-Electrified,NA,0,0,NA,NA,NA,Area Kupan,unelectrified,Area Kupan,63,124.715524,-9.877453
530410200502,Pre-Electrified,NA,0,0,NA,NA,NA,Area Kupan,unelectrified,Area Kupan,21,124.72442,-9.877925
530410200503,Pre-Electrified,NA,0,0,NA,NA,NA,Area Kupan,unelectrified,Area Kupan,122,124.721454,-9.887708
530410200504,Pre-Electrified,NA,0,0,NA,NA,NA,Area Kupan,unelectrified,Area Kupan,500,124.737552,-9.881948
530410200505,Pre-Electrified,NA,0,0,NA,NA,NA,Area Kupan,unelectrified,Area Kupan,37,124.719004,-9.886234
530410200506,Pre-Electrified,NA,0,0,NA,NA,NA,Area Kupan,unelectrified,Area Kupan,104,124.721261,-9.868065
530410200507,3,61.4447266370188,2812,4,0.998947646806025,3146,181307,Area Kupan,grid,Area Kupan,14,124.722496,-9.866998
530410200508,3,1045.02093686538,5624,8,0.99892560799568,3145,181303,Area Kupan,grid,Area Kupan,29,124.722321,-9.867523
530410200509,Pre-Electrified,NA,0,0,NA,NA,NA,Area Kupan,unelectrified,Area Kupan,30,124.721864,-9.868169
530410200510,Pre-Electrified,NA,0,0,NA,NA,NA,Area Kupan,unelectrified,Area Kupan,350,124.717223,-9.871014
530410200511,Pre-Electrified,NA,0,0,NA,NA,NA,Area Kupan,unelectrified,Area Kupan,78,124.712591,-9.871886
530410200512,Pre-Electrified,NA,0,0,NA,NA,NA,Area Kupan,unelectrified,Area Kupan,60,124.714885,-9.872926
530410200601,3,239.145895885893,16872,24,0.910897089775094,2475,165326,Area Kupan,grid,Area Kupan,97,124.687042,-9.849957
530410200602,3,974.314390016813,21793,31,0.910764856913024,2474,165302,Area Kupan,grid,Area Kupan,126,124.686157,-9.851923
530410200603,3,976.67425390967,14060,20,0.91059405613285,2473,165271,Area Kupan,grid,Area Kupan,81,124.690044,-9.859804
530410200604,Pre-Electrified,NA,0,0,NA,NA,NA,Area Kupan,unelectrified,Area Kupan,265,124.707331,-9.865414
530410200605,Pre-Electrified,NA,0,0,NA,NA,NA,Area Kupan,unelectrified,Area Kupan,80,124.706277,-9.867519
530410200606,Pre-Electrified,NA,0,0,NA,NA,NA,Area Kupan,unelectrified,Area Kupan,328,124.707771,-9.868215
